,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rade,pl_rads,pl_trandur,pl_tranmid,pl_ratror,pl_mnum,pl_st_npar,pl_st_nref,st_rah,st_glon,st_glat,st_elon,st_elat,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_logg,st_metfe,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_jmh2,st_hmk2,st_jmk2
2795,0,2,8.005013,0.083,0.14300000000000002,0,1,0,296.30195299999997,50.672318,1297.0,14.79,14.77,6402.0,,1.13,1,0,0,0.0,0,0,0.064,1.6,0.015,0.1425,2454971.71069,,0,37,12,19.75346353,83.726097,12.803032,322.746394,69.341195,0.92,1091.69,3.2,-3.6,4.8,3.2,-3.6,4.8,4.41,,13.724,13.436,13.384,13.33,13.401,12.964,9.554,0.28800000000000003,0.052000000000000005,0.34
2796,0,2,12.130686,0.11,0.14800000000000002,0,1,0,296.30195299999997,50.672318,1297.0,14.79,14.77,6402.0,,1.13,1,0,0,0.0,0,0,0.0848,1.66,0.015,0.1591,2454972.89729,,0,37,12,19.75346353,83.726097,12.803032,322.746394,69.341195,0.92,1091.69,3.2,-3.6,4.8,3.2,-3.6,4.8,4.41,,13.724,13.436,13.384,13.33,13.401,12.964,9.554,0.28800000000000003,0.052000000000000005,0.34
2797,0,2,7.054346000000001,0.061,0.092,0,1,0,293.511099,45.136598,360.0,15.987,15.958,4262.0,,0.56,1,0,0,0.0,0,0,0.16899999999999998,1.03,0.009000000000000001,0.0795,2454969.19136,,0,76,15,19.56740657,77.80788199999999,11.955695,312.091222,65.176806,2.35,426.34,14.0,12.0,18.4,13.0,7.0,14.7,4.73,,13.818,13.130999999999998,12.948,12.892999999999999,12.942,12.215,9.037,0.687,0.183,0.87
2798,0,2,34.989262,0.177,0.11800000000000001,0,1,0,293.511099,45.136598,360.0,15.987,15.958,4262.0,,0.56,1,0,0,0.0,0,0,0.49200000000000005,1.32,0.012,0.1858,2454977.22265,,0,83,17,19.56740657,77.80788199999999,11.955695,312.091222,65.176806,2.35,426.34,14.0,12.0,18.4,13.0,7.0,14.7,4.73,,13.818,13.130999999999998,12.948,12.892999999999999,12.942,12.215,9.037,0.687,0.183,0.87
2799,0,2,42.994,,0.312,1,1,0,296.13281800000004,48.977402000000005,233.0,11.921,11.829,5384.0,,1.17,1,0,0,0.0,0,0,,3.5,0.032,,,,0,32,11,19.74218787,82.135133,12.116487,320.23880299999996,67.90928100000001,4.44,225.19,2.5,-15.9,16.1,2.5,-15.9,16.1,4.32,-0.129,10.672,10.356,10.285,10.241,10.276,10.26,9.408999999999999,0.316,0.071,0.387
2800,0,2,88.505,,0.473,1,1,0,296.13281800000004,48.977402000000005,233.0,11.921,11.829,5384.0,,1.17,1,0,0,0.0,0,0,,5.3,0.049,,,,0,32,11,19.74218787,82.135133,12.116487,320.23880299999996,67.90928100000001,4.44,225.19,2.5,-15.9,16.1,2.5,-15.9,16.1,4.32,-0.129,10.672,10.356,10.285,10.241,10.276,10.26,9.408999999999999,0.316,0.071,0.387
2801,0,2,22.250949,0.14400000000000002,0.21899999999999997,0,1,0,295.89410899999996,42.380451,969.0,15.995999999999999,,5307.0,,0.77,1,0,0,0.0,0,0,0.149,2.46,0.023,0.0704,2454982.43067,,0,24,8,19.72627393,76.134699,9.153666000000001,313.363448,61.977278000000005,,,,,,,,,4.57,,14.587,14.123,13.9,13.98,14.116,13.036,9.192,0.46399999999999997,0.223,0.687
2802,0,2,135.498527,0.48,0.551,1,1,0,295.89410899999996,42.380451,969.0,15.995999999999999,,5307.0,,0.77,1,0,0,0.0,0,0,0.495,6.18,0.057,0.2875,2455066.69038,,0,30,10,19.72627393,76.134699,9.153666000000001,313.363448,61.977278000000005,,,,,,,,,4.57,,14.587,14.123,13.9,13.98,14.116,13.036,9.192,0.46399999999999997,0.223,0.687
2803,0,3,4.081423,0.044000000000000004,0.083,0,1,0,291.468662,40.343853,185.0,13.255999999999998,13.235,4493.0,,0.61,1,0,0,0.0,0,0,0.23800000000000002,0.93,0.009000000000000001,0.0953,2454966.85795,,0,37,12,19.43124413,72.74603,11.166005,305.349592,61.174659,5.61,178.27,30.7,-32.1,44.4,30.7,-32.1,44.4,4.69,,11.514000000000001,10.932,10.794,10.728,10.787,10.677999999999999,8.791,0.5820000000000001,0.138,0.72
2804,0,3,11.419412,0.087,0.09,0,1,0,291.468662,40.343853,185.0,13.255999999999998,13.235,4493.0,,0.61,1,0,0,0.0,0,0,0.47,1.01,0.009000000000000001,0.1392,2454975.11768,,0,37,12,19.43124413,72.74603,11.166005,305.349592,61.174659,5.61,178.27,30.7,-32.1,44.4,30.7,-32.1,44.4,4.69,,11.514000000000001,10.932,10.794,10.728,10.787,10.677999999999999,8.791,0.5820000000000001,0.138,0.72
2805,0,3,6.83437001,,0.079,0,1,0,291.468662,40.343853,185.0,13.255999999999998,13.235,4493.0,,0.61,1,0,0,0.0,0,0,,0.88,0.008,0.089738,2454969.86347,0.01174,0,31,12,19.43124413,72.74603,11.166005,305.349592,61.174659,5.61,178.27,30.7,-32.1,44.4,30.7,-32.1,44.4,4.69,,11.514000000000001,10.932,10.794,10.728,10.787,10.677999999999999,8.791,0.5820000000000001,0.138,0.72
2806,0,3,14.425281,0.10300000000000001,0.086,0,1,0,299.501738,40.670806,699.0,14.467,14.527999999999999,5502.0,,0.68,1,0,0,0.0,0,0,0.147,0.96,0.009000000000000001,0.1536,2454969.7519799997,,0,27,10,19.96678256,75.991316,5.960768,317.155027,59.374621,0.73,1362.18,-2.8,5.8,6.4,-0.9,-8.0,8.0,4.62,,13.175,12.779000000000002,12.698,12.557,12.610999999999999,12.015999999999998,9.183,0.396,0.081,0.47700000000000004
2807,0,3,26.675690000000003,0.155,0.128,0,1,0,299.501738,40.670806,699.0,14.467,14.527999999999999,5502.0,,0.68,1,0,0,0.0,0,0,0.222,1.43,0.013000000000000001,0.1149,2454982.99908,,0,31,11,19.96678256,75.991316,5.960768,317.155027,59.374621,0.73,1362.18,-2.8,5.8,6.4,-0.9,-8.0,8.0,4.62,,13.175,12.779000000000002,12.698,12.557,12.610999999999999,12.015999999999998,9.183,0.396,0.081,0.47700000000000004
2808,0,3,58.034616,0.261,0.16899999999999998,0,1,0,299.501738,40.670806,699.0,14.467,14.527999999999999,5502.0,,0.68,1,0,0,0.0,0,0,0.373,1.89,0.017,0.2265,2454971.73323,,0,31,11,19.96678256,75.991316,5.960768,317.155027,59.374621,0.73,1362.18,-2.8,5.8,6.4,-0.9,-8.0,8.0,4.62,,13.175,12.779000000000002,12.698,12.557,12.610999999999999,12.015999999999998,9.183,0.396,0.081,0.47700000000000004
2809,0,1,3.21346,0.0456,0.35700000000000004,0,1,0,285.61532200000005,50.135754,550.0,12.7,12.158,5857.0,1.22,1.49,1,1,0,0.0,0,0,0.0829,4.002,0.037000000000000005,,2454956.6127,0.0247,0,69,14,19.04102147,80.370077,18.818498,303.46140299999996,71.76486899999999,2.02,494.82,6.0,4.7,7.6,6.0,4.7,7.6,4.17,0.17,11.122,10.835999999999999,10.805,10.744000000000002,10.777999999999999,10.682,9.323,0.28600000000000003,0.031,0.317
2810,0,1,6.873489999999999,0.08,1.17,0,1,0,296.81369,47.526608,2700.0,14.588,14.559000000000001,6510.0,1.48,2.13,1,1,0,0.0,0,0,0.0296,13.11,0.12,0.2858,2455005.5198,0.0565,0,100,16,19.78757933,81.044764,11.035147,319.56894900000003,66.411698,0.41,2468.42,-1.5,-6.8,6.9,-1.5,-6.8,6.9,3.94,0.1,13.536,13.294,13.27,13.218,13.244000000000002,12.392999999999999,9.46,0.242,0.024,0.266
2811,0,2,9.024389,0.087,0.147,0,1,0,290.944481,40.480035,709.0,13.642000000000001,13.84,5886.0,,1.15,1,0,0,0.0,0,0,0.12300000000000001,1.65,0.015,0.1303,2454966.53848,,0,31,11,19.39629877,72.69184399999999,11.584351,304.64164900000003,61.424167000000004,,,-6.0,-6.6,8.9,,,,4.35,,12.565999999999999,12.289000000000001,12.296,12.203,12.232000000000001,12.044,8.359,0.27699999999999997,-0.006999999999999999,0.27
2812,0,2,17.340823999999998,0.134,0.133,0,1,0,290.944481,40.480035,709.0,13.642000000000001,13.84,5886.0,,1.15,1,0,0,0.0,0,0,0.18899999999999997,1.49,0.013999999999999999,0.1427,2454971.96655,,0,31,11,19.39629877,72.69184399999999,11.584351,304.64164900000003,61.424167000000004,,,-6.0,-6.6,8.9,,,,4.35,,12.565999999999999,12.289000000000001,12.296,12.203,12.232000000000001,12.044,8.359,0.27699999999999997,-0.006999999999999999,0.27
2813,0,3,14.383035000000001,0.122,0.153,0,1,0,290.08274900000004,50.863483,739.0,13.312000000000001,13.287,6117.0,,1.33,1,0,0,0.0,0,0,0.165,1.71,0.016,0.3637,2454973.55968,,0,37,12,19.33884993,82.174314,16.44247,312.642109,71.341008,1.01,993.14,-1.3,-10.8,10.9,-1.3,-10.8,10.9,4.25,,12.277000000000001,12.065,11.987,11.936,11.995999999999999,11.915,9.6,0.212,0.078,0.29
2814,0,3,47.318218,0.26899999999999996,0.192,0,1,0,290.08274900000004,50.863483,739.0,13.312000000000001,13.287,6117.0,,1.33,1,0,0,0.0,0,0,0.364,2.15,0.02,0.4408,2455003.06041,,0,37,12,19.33884993,82.174314,16.44247,312.642109,71.341008,1.01,993.14,-1.3,-10.8,10.9,-1.3,-10.8,10.9,4.25,,12.277000000000001,12.065,11.987,11.936,11.995999999999999,11.915,9.6,0.212,0.078,0.29
2815,0,3,184.256405,,0.203,0,1,0,290.08274900000004,50.863483,739.0,13.312000000000001,13.287,6117.0,,1.33,1,0,0,0.0,0,0,,2.27,0.021,0.47012,2455088.2581,0.01577,0,27,11,19.33884993,82.174314,16.44247,312.642109,71.341008,1.01,993.14,-1.3,-10.8,10.9,-1.3,-10.8,10.9,4.25,,12.277000000000001,12.065,11.987,11.936,11.995999999999999,11.915,9.6,0.212,0.078,0.29
2816,0,4,4.028751000000001,0.051,0.109,0,1,0,288.370225,43.35461,720.0,13.267999999999999,13.192,6090.0,,1.26,1,0,0,0.0,0,0,0.0708,1.22,0.011000000000000001,0.1244,2454966.76902,,0,33,11,19.22468167,74.542709,14.530454,302.475414,64.736438,1.57,636.78,-4.3,1.0,4.4,-4.3,1.0,4.4,4.28,,12.302999999999999,12.082,11.993,11.924000000000001,11.949000000000002,11.853,9.354,0.221,0.08900000000000001,0.31
2817,0,4,6.124821,0.068,0.139,0,1,0,288.370225,43.35461,720.0,13.267999999999999,13.192,6090.0,,1.26,1,0,0,0.0,0,0,0.0945,1.56,0.013999999999999999,0.1445,2454967.9359999998,,0,37,12,19.22468167,74.542709,14.530454,302.475414,64.736438,1.57,636.78,-4.3,1.0,4.4,-4.3,1.0,4.4,4.28,,12.302999999999999,12.082,11.993,11.924000000000001,11.949000000000002,11.853,9.354,0.221,0.08900000000000001,0.31
2818,0,4,8.921099,0.087,0.12300000000000001,0,1,0,288.370225,43.35461,720.0,13.267999999999999,13.192,6090.0,,1.26,1,0,0,0.0,0,0,0.121,1.38,0.013000000000000001,0.1599,2454970.49095,,0,37,12,19.22468167,74.542709,14.530454,302.475414,64.736438,1.57,636.78,-4.3,1.0,4.4,-4.3,1.0,4.4,4.28,,12.302999999999999,12.082,11.993,11.924000000000001,11.949000000000002,11.853,9.354,0.221,0.08900000000000001,0.31
2819,0,4,11.242861,0.102,0.13,0,1,0,288.370225,43.35461,720.0,13.267999999999999,13.192,6090.0,,1.26,1,0,0,0.0,0,0,0.142,1.46,0.013000000000000001,0.1747,2454969.31655,,0,37,12,19.22468167,74.542709,14.530454,302.475414,64.736438,1.57,636.78,-4.3,1.0,4.4,-4.3,1.0,4.4,4.28,,12.302999999999999,12.082,11.993,11.924000000000001,11.949000000000002,11.853,9.354,0.221,0.08900000000000001,0.31
2820,0,3,7.031461999999999,0.076,0.11199999999999999,0,1,0,289.92146099999997,46.74456,671.0,12.805,12.76,6090.0,,1.33,1,0,0,0.0,0,0,0.113,1.25,0.011000000000000001,0.2437,2454967.45161,,0,37,12,19.328097399999997,78.206287,14.899148,307.765749,67.58922700000001,1.16,860.93,-5.9,-12.5,13.8,-5.9,-12.5,13.8,4.27,,11.83,11.575,11.537,11.442,11.488,11.334000000000001,9.16,0.255,0.038,0.293
2821,0,3,54.280749,0.297,0.156,0,1,0,289.92146099999997,46.74456,671.0,12.805,12.76,6090.0,,1.33,1,0,0,0.0,0,0,0.44299999999999995,1.75,0.016,0.2239,2454973.7172,,0,37,12,19.328097399999997,78.206287,14.899148,307.765749,67.58922700000001,1.16,860.93,-5.9,-12.5,13.8,-5.9,-12.5,13.8,4.27,,11.83,11.575,11.537,11.442,11.488,11.334000000000001,9.16,0.255,0.038,0.293
2822,0,3,13.61159129,,0.127,0,1,0,289.92146099999997,46.74456,671.0,12.805,12.76,6090.0,,1.33,1,0,0,0.0,0,0,,1.42,0.013000000000000001,0.31283,2454977.17209,0.00896,0,31,12,19.328097399999997,78.206287,14.899148,307.765749,67.58922700000001,1.16,860.93,-5.9,-12.5,13.8,-5.9,-12.5,13.8,4.27,,11.83,11.575,11.537,11.442,11.488,11.334000000000001,9.16,0.255,0.038,0.293
2823,0,2,11.829851,0.102,0.113,0,1,0,286.398631,45.343533,812.43,15.228,15.190999999999999,5654.0,,0.88,1,0,0,0.0,0,0,0.126,1.27,0.012,0.2348,2454970.6176400003,,0,22,10,19.09324207,75.87461,16.603307,300.58901099999997,67.049527,1.2,831.86,-5.6,-3.6,6.7,-5.6,-3.6,6.7,4.54,,13.908,13.527000000000001,13.477,13.41,13.448,12.617,9.422,0.381,0.05,0.431
2824,0,2,14.751166,0.11800000000000001,0.153,0,1,0,286.398631,45.343533,812.43,15.228,15.190999999999999,5654.0,,0.88,1,0,0,0.0,0,0,0.145,1.72,0.016,0.0486,2454970.1376,,0,20,9,19.09324207,75.87461,16.603307,300.58901099999997,67.049527,1.2,831.86,-5.6,-3.6,6.7,-5.6,-3.6,6.7,4.54,,13.908,13.527000000000001,13.477,13.41,13.448,12.617,9.422,0.381,0.05,0.431
2825,0,2,10.613839,0.095,0.18600000000000003,0,1,0,291.40945800000003,38.34003,1226.0,15.855,15.802,5818.0,,0.89,1,0,0,0.0,0,0,0.0775,2.08,0.019,0.1474,2455196.7367599998,,0,33,11,19.42729722,70.898388,10.316136,304.078944,59.272135999999996,0.91,1096.92,4.0,6.0,7.2,-0.9,-1.5,1.7,4.54,,14.543,14.172,14.056,14.124,14.206,12.620999999999999,8.963,0.371,0.11599999999999999,0.48700000000000004
2826,0,2,29.726682,0.188,0.41600000000000004,1,1,0,291.40945800000003,38.34003,1226.0,15.855,15.802,5818.0,,0.89,1,0,0,0.0,0,0,0.153,4.66,0.043,0.0639,2456560.2039799998,,0,35,11,19.42729722,70.898388,10.316136,304.078944,59.272135999999996,0.91,1096.92,4.0,6.0,7.2,-0.9,-1.5,1.7,4.54,,14.543,14.172,14.056,14.124,14.206,12.620999999999999,8.963,0.371,0.11599999999999999,0.48700000000000004
2827,0,2,2.4262900000000003,,0.128,0,1,0,291.848044,44.968224,331.0,12.52,12.49,5538.0,1.07,1.07,1,1,0,0.0,0,0,,1.43,0.013000000000000001,,2455003.4568,0.01229,0,46,13,19.45653627,77.12377099999999,12.936709,309.326388,65.45165300000001,2.72,367.86,16.9,5.5,17.8,16.9,5.5,17.8,4.41,0.18,11.34,11.035,10.97,10.934000000000001,10.984000000000002,11.047,8.932,0.305,0.065,0.37
2828,0,2,4.62332,,0.076,0,1,0,291.848044,44.968224,331.0,12.52,12.49,5538.0,1.07,1.07,1,1,0,0.0,0,0,,0.85,0.008,,2454965.37438,0.007259999999999999,0,42,12,19.45653627,77.12377099999999,12.936709,309.326388,65.45165300000001,2.72,367.86,16.9,5.5,17.8,16.9,5.5,17.8,4.41,0.18,11.34,11.035,10.97,10.934000000000001,10.984000000000002,11.047,8.932,0.305,0.065,0.37
2829,0,2,0.6693100000000001,,0.095,0,1,0,286.03634700000003,49.614506,338.29,12.520999999999999,12.507,5476.0,1.0,1.01,1,1,0,0.0,0,0,,1.07,0.01,,2454967.13162,0.010409999999999999,0,38,13,19.0690898,79.95371800000001,18.383066,303.70394,71.18230600000001,2.93,341.69,-3.5,-0.5,3.6,-3.5,-0.5,3.6,4.43,0.33,11.332,10.982999999999999,10.911,10.865,10.922,10.847999999999999,9.604,0.349,0.07200000000000001,0.42100000000000004
2830,0,2,3000.0,,,0,1,0,286.03634700000003,49.614506,338.29,12.520999999999999,12.507,5476.0,1.0,1.01,0,1,0,0.0,0,0,,,,,,,0,22,10,19.0690898,79.95371800000001,18.383066,303.70394,71.18230600000001,2.93,341.69,-3.5,-0.5,3.6,-3.5,-0.5,3.6,4.43,0.33,11.332,10.982999999999999,10.911,10.865,10.922,10.847999999999999,9.604,0.349,0.07200000000000001,0.42100000000000004
2831,0,1,2.46502,,0.073,0,1,0,284.786175,48.423233,89.0,8.769,8.699,6104.0,1.08,1.23,1,1,0,0.0,0,0,,0.82,0.006999999999999999,,2454965.67928,0.00614,0,46,13,18.98574498,78.475092,18.738599,300.188219,70.317051,11.23,89.01,4.2,9.4,10.3,4.6,9.4,10.4,4.29,-0.2,7.784,7.539,7.486000000000001,7.445,7.507000000000001,7.486000000000001,7.433,0.245,0.053,0.298
2832,0,1,68.9584,,0.106,0,1,0,293.67919,46.852764,69.0,9.439,9.391,5460.0,0.92,0.89,1,1,0,0.0,0,0,,1.19,0.011000000000000001,,2455012.08151,0.01222,0,48,14,19.57861267,79.433048,12.617016,314.001303,66.710837,14.64,68.31,4.7,-6.0,7.6,4.7,-6.0,7.6,4.5,0.08,8.2,7.837999999999999,7.768,7.707000000000001,7.781000000000001,7.733,7.72,0.36200000000000004,0.07,0.43200000000000005
2833,0,1,1.8555582,0.031010000000000003,1.29,0,1,0,294.513229,45.981644,770.0,14.465,14.413,5750.0,1.15,1.29,1,1,0,0.0,1,0,0.0403,14.46,0.133,0.1014,2455187.2804819997,0.10265,0,122,17,19.63421527,78.90200899999999,11.711501,314.436959,65.681989,0.89,1128.11,3.0,3.0,4.3,3.0,3.0,4.3,4.28,0.38,13.262,12.937999999999999,12.892000000000001,12.835,12.887,12.534,9.132,0.324,0.046,0.37
2834,0,1,17.833648,0.1226,0.253,1,1,0,283.150698,45.139832,132.0,9.5,9.375,6273.0,1.21,1.35,1,0,0,0.0,0,0,0.929,2.838,0.026000000000000002,,,0.01923,0,54,20,18.876713199999998,74.813572,18.664488000000002,294.741893,67.452881,6.75,148.16,61.5,61.8,87.2,61.5,61.8,87.2,4.26,0.01,8.417,8.191,8.14,8.104,8.139,8.107999999999999,7.846,0.226,0.051,0.27699999999999997
2835,0,2,3.00516,0.038,0.168,0,1,0,287.60558199999997,49.523262,153.0,12.231,12.232999999999999,4974.0,0.83,0.79,1,1,0,0.0,0,0,0.248,1.88,0.017,0.0917,2454970.1027,0.022000000000000002,0,48,12,19.17370547,80.249169,17.400745,306.524607,70.737851,6.48,154.36,13.5,32.6,35.3,13.5,32.6,35.3,4.54,0.23,10.640999999999998,10.161,10.062000000000001,9.92,9.952,9.88,9.269,0.48,0.099,0.579
2836,0,2,7.83442788,,0.292,0,1,0,287.60558199999997,49.523262,153.0,12.231,12.232999999999999,4974.0,0.83,0.79,1,0,0,0.0,0,0,,3.27,0.03,0.116067,2454968.222776,0.04019,0,35,12,19.17370547,80.249169,17.400745,306.524607,70.737851,6.48,154.36,13.5,32.6,35.3,13.5,32.6,35.3,4.54,0.23,10.640999999999998,10.161,10.062000000000001,9.92,9.952,9.88,9.269,0.48,0.099,0.579
2837,0,1,1.7208603999999998,0.02897,1.341,1,1,0,286.110327,43.680958000000004,1056.0,13.73,14.249,5750.0,1.17,1.29,1,1,0,0.0,1,0,0.0274,15.030999999999999,0.138,,2454966.02122,0.10474000000000001,0,84,15,19.0740218,74.188947,16.166171,298.952548,65.508915,0.89,1121.32,-1.7,7.0,7.2,-1.7,7.0,7.2,4.3,0.27,13.19,12.932,12.837,12.866,12.897,12.577,8.931000000000001,0.258,0.095,0.353
2838,0,1,66.262,0.3553,0.38799999999999996,0,1,0,288.51062,51.162471999999994,848.13,15.52,15.594000000000001,4700.0,0.82,0.78,1,1,0,0.0,0,1,0.419,4.3469999999999995,0.04,,2455096.64,0.0514,0,26,9,19.23404133,82.069348,17.470856,310.180712,72.026279,1.15,868.34,-0.9,-19.0,19.0,-0.9,-19.0,19.0,4.57,-0.2,13.987,13.505,13.415,13.158,13.174000000000001,12.945,9.681000000000001,0.48200000000000004,0.09,0.5720000000000001
2839,0,2,4.7,,0.153,1,1,0,297.961566,48.244362,440.0,13.338,13.321,,0.89,0.95,1,0,0,0.0,0,0,,1.71,0.016,,,,0,37,13,19.8641044,82.062164,10.704389,322.116631,66.694997,2.39,418.44,2.8,-8.3,8.8,2.8,-8.3,8.8,,,12.087,11.75,11.698,11.629000000000001,11.669,11.427,9.485,0.337,0.052000000000000005,0.389
2840,0,2,7.171,,0.26899999999999996,1,1,0,297.961566,48.244362,440.0,13.338,13.321,,0.89,0.95,1,0,0,0.0,0,0,,3.01,0.027999999999999997,,,,0,37,13,19.8641044,82.062164,10.704389,322.116631,66.694997,2.39,418.44,2.8,-8.3,8.8,2.8,-8.3,8.8,,,12.087,11.75,11.698,11.629000000000001,11.669,11.427,9.485,0.337,0.052000000000000005,0.389
2841,0,2,4.176,,0.10800000000000001,1,1,0,293.80443399999996,38.639131,617.0,15.842,15.841,,0.67,0.64,1,0,0,0.0,0,0,,1.21,0.011000000000000001,,,,0,31,10,19.586962300000003,72.036948,8.785509,307.741136,58.99890799999999,1.86,538.39,24.0,-4.0,24.3,15.8,-14.6,21.5,,,14.091,13.434000000000001,13.378,,,,,0.657,0.055999999999999994,0.713
2842,0,2,8.708,,,1,1,0,293.80443399999996,38.639131,617.0,15.842,15.841,,0.67,0.64,1,0,0,0.0,0,0,,,,,,,0,33,11,19.586962300000003,72.036948,8.785509,307.741136,58.99890799999999,1.86,538.39,24.0,-4.0,24.3,15.8,-14.6,21.5,,,14.091,13.434000000000001,13.378,,,,,0.657,0.055999999999999994,0.713
2843,0,2,6.319,,0.221,1,1,0,291.556965,39.227287,711.0,14.027999999999999,14.02,,1.0,1.07,1,0,0,0.0,0,0,,2.48,0.023,,,,0,35,11,19.437131,71.757938,10.609373,304.80431200000004,60.088457,1.42,704.76,-2.1,-0.8,2.2,-2.1,-0.8,2.2,,,12.874,12.575999999999999,12.51,,,,,0.298,0.066,0.364
2844,0,2,12.209000000000001,,,1,1,0,291.556965,39.227287,711.0,14.027999999999999,14.02,,1.0,1.07,1,0,0,0.0,0,0,,,,,,,0,33,11,19.437131,71.757938,10.609373,304.80431200000004,60.088457,1.42,704.76,-2.1,-0.8,2.2,-2.1,-0.8,2.2,,,12.874,12.575999999999999,12.51,,,,,0.298,0.066,0.364
2845,0,2,12.331,,0.20600000000000002,1,1,0,293.824314,42.779705,981.0,15.886,15.866,,0.9,0.81,1,0,0,0.0,0,0,,2.31,0.021,,,,0,35,12,19.5882876,75.76889399999999,10.687347,310.603575,62.900313,1.0,999.47,-16.9,-9.6,19.4,-16.9,-9.6,19.4,,,14.425999999999998,13.958,13.922,13.719000000000001,13.748,12.540999999999999,9.392999999999999,0.46799999999999997,0.036000000000000004,0.504
2846,0,2,15.943,,,1,1,0,293.824314,42.779705,981.0,15.886,15.866,,0.9,0.81,1,0,0,0.0,0,0,,,,,,,0,33,12,19.5882876,75.76889399999999,10.687347,310.603575,62.900313,1.0,999.47,-16.9,-9.6,19.4,-16.9,-9.6,19.4,,,14.425999999999998,13.958,13.922,13.719000000000001,13.748,12.540999999999999,9.392999999999999,0.46799999999999997,0.036000000000000004,0.504
2847,0,1,86.67856,,1.2,0,1,0,294.433512,38.35545,1017.0,14.696,14.649000000000001,5820.0,0.98,1.09,1,1,0,0.0,0,0,,13.45,0.12300000000000001,0.426,2455008.5975,0.1104,0,59,14,19.62890079,72.017873,8.217605,308.471563,58.575117000000006,0.97,1031.92,1.6,5.6,5.8,-0.8,2.6,2.7,4.35,-0.05,13.493,13.243,13.103,13.093,13.148,12.720999999999998,9.311,0.25,0.14,0.39
2848,0,2,69.7546,0.37,0.96,1,1,0,295.41789900000003,51.184765000000006,872.0,13.005,12.964,6430.0,1.39,1.74,1,1,0,0.0,0,0,0.424,10.8,0.099,,,0.0626,0,58,13,19.6945266,83.934547,13.532328,322.094292,70.063631,0.96,1041.31,-0.1,-1.3,1.3,-0.1,-1.3,1.3,4.1,0.17600000000000002,12.088,11.899000000000001,11.859000000000002,11.829,11.850999999999999,11.815,9.56,0.18899999999999997,0.04,0.22899999999999998
2849,0,2,675.47,1.68,,0,1,0,295.41789900000003,51.184765000000006,872.0,13.005,12.964,6430.0,1.39,1.74,0,1,0,0.0,0,0,1.93,,,,,,0,35,12,19.6945266,83.934547,13.532328,322.094292,70.063631,0.96,1041.31,-0.1,-1.3,1.3,-0.1,-1.3,1.3,4.1,0.17600000000000002,12.088,11.899000000000001,11.859000000000002,11.829,11.850999999999999,11.815,9.56,0.18899999999999997,0.04,0.22899999999999998
2850,0,3,1.2137672,0.0116,0.07,0,1,0,292.219033,44.61916,38.7,16.124000000000002,14.993,3068.0,0.13,0.17,1,0,0,0.0,0,0,0.3,0.78,0.006999999999999999,,2455003.4832900004,0.0419,0,59,14,19.48126886,76.918611,12.547975,309.616774,65.03169100000001,24.93,40.11,84.0,-423.0,431.3,93.1,-417.4,427.7,,-0.33,12.177,11.685,11.465,11.257,11.065,10.935,9.007,0.49200000000000005,0.22,0.7120000000000001
2851,0,3,0.45328509,0.006,0.065,0,1,0,292.219033,44.61916,38.7,16.124000000000002,14.993,3068.0,0.13,0.17,1,0,0,0.0,0,0,0.155,0.73,0.006999999999999999,,2454966.86952,0.0395,0,55,14,19.48126886,76.918611,12.547975,309.616774,65.03169100000001,24.93,40.11,84.0,-423.0,431.3,93.1,-417.4,427.7,,-0.33,12.177,11.685,11.465,11.257,11.065,10.935,9.007,0.49200000000000005,0.22,0.7120000000000001
2852,0,3,1.8651689999999999,0.0154,0.051,0,1,0,292.219033,44.61916,38.7,16.124000000000002,14.993,3068.0,0.13,0.17,1,0,0,0.0,0,0,0.39799999999999996,0.57,0.005,,2454966.7847,0.0307,0,59,14,19.48126886,76.918611,12.547975,309.616774,65.03169100000001,24.93,40.11,84.0,-423.0,431.3,93.1,-417.4,427.7,,-0.33,12.177,11.685,11.465,11.257,11.065,10.935,9.007,0.49200000000000005,0.22,0.7120000000000001
2853,0,1,704.1984,1.219,0.371,0,1,0,283.256822,45.087776,320.0,13.354000000000001,13.347999999999999,5308.0,0.79,0.76,1,0,0,0.0,0,0,3.81,4.16,0.038,0.6579,2455325.7674,0.05008,0,35,10,18.88378813,74.789135,18.57627,294.899313,67.38458299999999,2.84,352.1,-4.0,-20.4,20.8,-4.0,-20.4,20.8,4.61,-0.25,12.009,11.619000000000002,11.535,11.467,11.494000000000002,11.504000000000001,9.354,0.39,0.084,0.474
