,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rade,pl_rads,pl_trandur,pl_tranmid,pl_ratror,pl_mnum,pl_st_npar,pl_st_nref,st_rah,st_glon,st_glat,st_elon,st_elat,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_logg,st_metfe,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_jmh2,st_hmk2,st_jmk2
849,0,1,41.516000000000005,0.217,,0,0,0,109.04447900000001,-3.66591,33.19,9.01,,4881.0,0.79,,0,1,0,0.0,0,0,6.54,,,,,,0,11,8,7.26963196,219.026344,3.815079,111.188025,-25.715203,30.13,33.19,105.084,-50.69,116.671,105.084,-50.69,116.671,,,7.263,6.803,6.6739999999999995,6.614,6.672000000000001,6.662999999999999,6.702999999999999,0.46,0.129,0.589
850,0,5,15.5712,,0.259,0,0,1,126.61604299999999,10.080378,106.61,8.93,8.81,6199.0,1.15,1.4,1,0,0,0.0,0,0,,2.9,0.027000000000000003,,2457152.2844,0.0188,0,15,12,8.44106954,214.52643799999998,25.646038,126.463448,-8.844942999999999,9.38,106.61,-48.1,0.1,48.1,-48.1,0.1,48.1,4.18,-0.11,7.982,7.7860000000000005,7.722,7.662000000000001,7.732,7.732,7.86,0.196,0.064,0.26
851,0,5,31.6978,,0.228,0,0,1,126.61604299999999,10.080378,106.61,8.93,8.81,6199.0,1.15,1.4,1,0,0,0.0,0,0,,2.56,0.023,,2457163.1659,0.0166,0,15,12,8.44106954,214.52643799999998,25.646038,126.463448,-8.844942999999999,9.38,106.61,-48.1,0.1,48.1,-48.1,0.1,48.1,4.18,-0.11,7.982,7.7860000000000005,7.722,7.662000000000001,7.732,7.732,7.86,0.196,0.064,0.26
852,0,5,156.0,,0.353,0,0,1,126.61604299999999,10.080378,106.61,8.93,8.81,6199.0,1.15,1.4,1,0,0,0.0,0,0,,3.96,0.036000000000000004,0.5295833000000001,2457166.2629,0.0259,0,14,12,8.44106954,214.52643799999998,25.646038,126.463448,-8.844942999999999,9.38,106.61,-48.1,0.1,48.1,-48.1,0.1,48.1,4.18,-0.11,7.982,7.7860000000000005,7.722,7.662000000000001,7.732,7.732,7.86,0.196,0.064,0.26
853,0,5,131.0,,0.49200000000000005,0,0,1,126.61604299999999,10.080378,106.61,8.93,8.81,6199.0,1.15,1.4,1,0,0,0.0,0,0,,5.51,0.05,0.5419583,2457142.01656,0.03613,0,14,12,8.44106954,214.52643799999998,25.646038,126.463448,-8.844942999999999,9.38,106.61,-48.1,0.1,48.1,-48.1,0.1,48.1,4.18,-0.11,7.982,7.7860000000000005,7.722,7.662000000000001,7.732,7.732,7.86,0.196,0.064,0.26
854,0,5,324.0,,0.91,0,0,1,126.61604299999999,10.080378,106.61,8.93,8.81,6199.0,1.15,1.4,1,0,0,0.0,0,0,,10.2,0.09300000000000001,0.7915833000000001,2457186.91451,0.0672,0,14,12,8.44106954,214.52643799999998,25.646038,126.463448,-8.844942999999999,9.38,106.61,-48.1,0.1,48.1,-48.1,0.1,48.1,4.18,-0.11,7.982,7.7860000000000005,7.722,7.662000000000001,7.732,7.732,7.86,0.196,0.064,0.26
855,0,2,345.72,0.89,,0,0,0,16.508533,-22.453154,51.68,10.167,9.802,4813.0,0.43,0.75,0,1,0,0.0,0,0,17.2,,,,,,0,31,12,1.1005688999999999,159.036135,-84.27111500000001,5.737127,-27.056888,19.35,51.68,203.9,-106.8,230.2,203.9,-106.8,230.2,4.32,0.17,8.28,7.775,7.669,7.56,7.684,7.617999999999999,7.757999999999999,0.505,0.106,0.611
856,0,2,9017.76,7.7,,0,0,0,16.508533,-22.453154,51.68,10.167,9.802,4813.0,0.43,0.75,0,1,0,0.0,0,0,149.0,,,,,,0,20,12,1.1005688999999999,159.036135,-84.27111500000001,5.737127,-27.056888,19.35,51.68,203.9,-106.8,230.2,203.9,-106.8,230.2,4.32,0.17,8.28,7.775,7.669,7.56,7.684,7.617999999999999,7.757999999999999,0.505,0.106,0.611
857,0,2,7.76,0.063,,0,0,0,166.865433,-19.291489000000002,18.73,10.38,,4021.0,0.57,,0,1,0,0.0,0,0,3.36,,,,,,0,15,10,11.12436218,271.65088,37.185261,175.932271,-22.856683,53.4,18.73,-235.019,-45.986999999999995,239.476,-235.019,-45.986999999999995,239.476,,,7.449,6.853,6.62,6.515,6.401,6.428,6.2589999999999995,0.596,0.233,0.8290000000000001
858,0,2,15.144,0.099,,0,0,0,166.865433,-19.291489000000002,18.73,10.38,,4021.0,0.57,,0,1,0,0.0,0,0,5.29,,,,,,0,15,10,11.12436218,271.65088,37.185261,175.932271,-22.856683,53.4,18.73,-235.019,-45.986999999999995,239.476,-235.019,-45.986999999999995,239.476,,,7.449,6.853,6.62,6.515,6.401,6.428,6.2589999999999995,0.596,0.233,0.8290000000000001
859,0,3,8.1352,0.07,,0,0,0,176.17068500000002,30.959293,25.88,8.98,8.571,4510.0,0.29,0.78,0,1,0,0.0,0,0,2.71,,,,,,0,40,16,11.74471232,194.246675,74.932183,163.27086699999998,26.692285,38.64,25.88,-27.1,-381.7,382.7,-27.1,-381.7,382.7,4.11,0.01,6.957999999999999,6.4079999999999995,6.2860000000000005,6.222,6.249,6.265,6.207999999999999,0.55,0.122,0.672
860,0,3,32.03,0.17800000000000002,,0,0,0,176.17068500000002,30.959293,25.88,8.98,8.571,4510.0,0.29,0.78,0,1,0,0.0,0,0,6.88,,,0.245,2455793.035,,0,32,15,11.74471232,194.246675,74.932183,163.27086699999998,26.692285,38.64,25.88,-27.1,-381.7,382.7,-27.1,-381.7,382.7,4.11,0.01,6.957999999999999,6.4079999999999995,6.2860000000000005,6.222,6.249,6.265,6.207999999999999,0.55,0.122,0.672
861,0,3,431.7,1.01,,0,0,0,176.17068500000002,30.959293,25.88,8.98,8.571,4510.0,0.29,0.78,0,1,0,0.0,0,0,39.0,,,,,,0,30,15,11.74471232,194.246675,74.932183,163.27086699999998,26.692285,38.64,25.88,-27.1,-381.7,382.7,-27.1,-381.7,382.7,4.11,0.01,6.957999999999999,6.4079999999999995,6.2860000000000005,6.222,6.249,6.265,6.207999999999999,0.55,0.122,0.672
862,0,1,124.6,0.565,,0,0,0,194.383163,-65.646461,157.16,6.871,6.565,4830.0,1.54,,0,1,0,0.0,0,0,3.6,,,,,,0,15,13,12.95887756,303.560962,-2.782088,228.805355,-52.664432999999995,6.36,157.16,-65.5,31.3,72.6,-65.5,31.3,72.6,2.53,-0.31,5.045,4.581,4.406000000000001,4.29,4.166,4.33,4.281000000000001,0.46399999999999997,0.175,0.639
863,0,2,28.125,0.177,,0,0,0,201.08766200000002,48.885094,55.5,9.42,9.151,5460.0,0.93,,0,1,0,0.0,0,0,3.19,,,,,,0,14,9,13.40584412,108.79900400000001,67.330209,172.33111499999998,51.751638,16.16,61.89,0.1,-85.6,85.6,0.1,-85.6,85.6,4.47,0.25,7.962999999999999,7.648,7.577999999999999,7.425,7.5360000000000005,7.4910000000000005,7.439,0.315,0.07,0.385
864,0,2,67.3,0.316,,0,0,0,201.08766200000002,48.885094,55.5,9.42,9.151,5460.0,0.93,,0,1,0,0.0,0,0,5.69,,,,,,0,14,9,13.40584412,108.79900400000001,67.330209,172.33111499999998,51.751638,16.16,61.89,0.1,-85.6,85.6,0.1,-85.6,85.6,4.47,0.25,7.962999999999999,7.648,7.577999999999999,7.425,7.5360000000000005,7.4910000000000005,7.439,0.315,0.07,0.385
865,0,1,,92.0,1.5,0,0,0,201.150406,-51.504459000000004,111.4,6.982,6.983,8840.0,1.96,1.77,0,0,1,0.0,0,0,826.0,16.814,0.154,,,,0,9,14,13.41002706,308.178752,11.029183999999999,221.708529,-38.956911,9.16,109.21,-34.2,-18.8,39.1,-34.2,-18.8,39.1,,,6.8260000000000005,6.853,6.771,6.774,6.794,6.7829999999999995,6.6,-0.027000000000000003,0.08199999999999999,0.055
866,0,1,1084.5,2.81,,0,0,0,202.605301,-58.664356000000005,136.05,6.75,6.479,5000.0,2.5,8.93,0,1,0,0.0,0,0,20.6,,,,,,0,16,13,13.50702006,307.993677,3.823814,227.457663,-44.760055,6.62,150.95,-25.9,-8.9,27.4,-25.9,-8.9,27.4,2.9,0.16,5.115,4.689,4.453,4.409,4.24,4.413,4.36,0.426,0.23600000000000002,0.662
867,0,1,2556.5,4.91,,0,0,0,207.580826,-39.900856,112.6,6.44,6.165,4985.0,2.41,8.69,0,1,0,0.0,0,0,43.6,,,,,,0,16,16,13.83872172,315.033596,21.583175,220.514027,-26.566841999999998,8.59,116.43,5.0,-9.8,11.0,5.0,-9.8,11.0,2.85,0.15,5.053,4.407,4.196000000000001,4.138,3.9530000000000003,4.154,4.122,0.6459999999999999,0.21100000000000002,0.857
868,0,2,88.9,0.46,,0,0,0,208.466919,-35.314362,65.96,6.17,5.882000000000001,4890.0,1.63,5.92,0,1,0,0.0,0,0,6.97,,,,,,0,42,23,13.8977946,317.05037799999997,25.840027,219.28367400000002,-22.064409,15.57,64.24,-295.0,-69.2,303.0,-295.0,-69.2,303.0,3.15,0.0,4.479,3.81,3.7510000000000003,3.759,3.54,3.782,3.707,0.669,0.059000000000000004,0.728
869,0,2,2131.8,3.82,,0,0,0,208.466919,-35.314362,65.96,6.17,5.882000000000001,4890.0,1.63,5.92,0,1,0,0.0,0,0,57.9,,,,,,0,38,23,13.8977946,317.05037799999997,25.840027,219.28367400000002,-22.064409,15.57,64.24,-295.0,-69.2,303.0,-295.0,-69.2,303.0,3.15,0.0,4.479,3.81,3.7510000000000003,3.759,3.54,3.782,3.707,0.669,0.059000000000000004,0.728
870,0,1,17337.5,20.25,,0,0,0,217.32734700000003,-46.463817999999996,24.07,10.36,9.698,4105.0,0.63,,0,1,0,0.0,0,0,841.0,,,,,,0,15,16,14.48848979,319.96781200000004,13.145278,230.799411,-29.932401000000002,41.54,24.07,-44.0,-201.8,206.5,-44.0,-201.8,206.5,,,7.638999999999999,7.006,6.79,6.704,6.72,6.671,6.587000000000001,0.633,0.21600000000000003,0.8490000000000001
871,0,1,87.19,0.335,,0,0,0,218.21759,-52.646271,32.36,10.542,,4146.0,0.66,,0,1,0,0.0,0,0,10.3,,,,,,0,11,10,14.54783936,318.11589399999997,7.209351,234.184733,-35.450752,30.9,32.36,-250.33900000000003,-48.762,255.044,-250.33900000000003,-48.762,255.044,,,8.039,7.397,7.242000000000001,7.1610000000000005,7.205,7.155,7.081,0.642,0.155,0.797
872,0,1,822.3,2.1,,0,0,0,229.57220499999997,-41.42057,91.49,7.05,6.752000000000001,4850.0,1.74,5.77,0,1,0,0.0,0,0,22.9,,,,,,0,16,14,15.30481364,330.383627,13.493213,238.284312,-22.329286,12.68,78.83,-123.9,-121.8,173.8,-123.9,-121.8,173.8,3.1,0.2,5.2860000000000005,4.808,4.638999999999999,,,,,0.478,0.16899999999999998,0.647
873,0,1,,740.0,,0,0,0,240.481064,-21.980389000000002,156.7,7.192,,10500.0,2.5,,0,0,1,0.0,0,0,4720.0,,,,,,0,13,14,16.03207092,350.87062799999995,22.681059,242.805542,-1.284748,,,-11.4,-23.6,26.2,,,,,,6.928,6.946000000000001,6.903,6.864,6.879,6.933,6.718,-0.018000000000000002,0.043,0.025
874,0,1,111.7,0.36,,0,0,0,243.17405699999998,-18.875504,14.54,11.34,10.235,3368.0,0.42,0.54,0,1,0,0.0,0,0,24.8,,,,,,0,12,11,16.2116038,355.200221,22.969669,244.70115800000002,2.238705,68.78,14.54,35.7,-214.0,217.0,35.7,-214.0,217.0,,,7.555,6.855,6.5889999999999995,6.507999999999999,6.382999999999999,6.33,6.108,0.7,0.266,0.966
875,0,1,1560.2,2.8,,0,0,0,27.526375,-54.464962,168.63,7.88,7.561,4670.0,1.17,7.83,0,1,0,0.0,0,0,16.6,,,,,,0,16,13,1.83509165,285.471427,-60.629571999999996,351.475434,-58.589546,6.42,155.82,110.5,-46.7,119.9,110.5,-46.7,119.9,2.7,-0.15,6.0120000000000005,5.456,5.29,5.212999999999999,5.1739999999999995,5.256,5.183,0.556,0.166,0.722
876,0,1,5.0505,0.06,,0,0,0,279.221466,61.702503,45.95,8.646,8.45,5519.0,0.97,0.89,0,1,0,0.0,0,0,1.31,,,,,,0,26,10,18.6147644,91.362224,25.357507000000002,313.853679,83.704915,21.76,45.95,-39.5,-231.7,235.1,-39.5,-231.7,235.1,4.53,0.23,7.31,6.996,6.893,6.818,6.864,6.852,6.8229999999999995,0.314,0.10300000000000001,0.41700000000000004
877,0,1,1058.8,2.55,,0,0,0,296.421967,-0.696645,106.5,7.34,7.07,5020.0,1.93,5.34,0,1,0,0.0,0,0,23.9,,,,,,0,16,14,19.76146444,38.578132000000004,-12.370616,298.298123,20.184503,9.75,102.58,33.2,-54.2,63.6,33.2,-54.2,63.6,3.26,0.29,5.671,5.227,5.09,5.0680000000000005,4.933,5.067,5.0169999999999995,0.444,0.13699999999999998,0.581
878,0,1,,773.0,1.051,0,0,0,326.130554,14.771939000000001,18.13,5.95,5.811,5974.0,1.1,1.04,0,0,1,0.0,0,0,42600.0,11.777000000000001,0.10800000000000001,,,,0,13,33,21.74203695,69.85935500000001,-28.269284000000003,333.918834,26.633875,55.16,18.13,231.1,-113.1,257.3,231.1,-113.1,257.3,4.48,-0.02,4.793,4.598,4.559,4.506,4.294,4.558,4.488,0.195,0.039,0.23399999999999999
879,0,1,,20.3,1.11,0,0,0,102.504227,-60.249145999999996,33.63,6.11,5.989,,1.3,,0,0,0,0.0,0,0,604.0,12.442,0.114,,,,0,10,18,6.83361511,270.175773,-23.491796,137.301908,-81.593885,29.38,34.04,4.7,108.4,108.5,4.7,108.4,108.5,,0.02,5.305,5.127999999999999,5.02,5.003,4.794,5.053,4.99,0.177,0.10800000000000001,0.285
880,0,1,302.79999,0.92,,0,0,0,40.639441999999995,-50.800292999999996,17.33,5.41,5.224,6167.0,1.34,1.13,0,1,0,0.0,0,0,53.1,,,,,,0,38,42,2.70929616,268.809626,-58.323533999999995,8.235275,-61.014225,57.71,17.33,333.8,219.5,399.5,333.8,219.5,399.5,4.46,0.16,4.75,4.323,4.138,4.045,3.648,4.111000000000001,4.023,0.42700000000000005,0.185,0.612
881,0,4,170000.0,68.0,1.2,0,0,0,346.869659,21.134251000000003,39.4,5.952999999999999,5.898,,1.51,,0,0,1,1.0,0,0,1730.0,13.0,0.12,,,,0,17,21,23.12464396,92.76421500000001,-35.575078000000005,356.787566,24.524745000000003,24.22,41.29,108.3,-49.5,119.1,108.3,-49.5,119.1,,,5.382999999999999,5.28,5.24,5.194,5.045,5.2139999999999995,4.853,0.10300000000000001,0.04,0.14300000000000002
882,0,4,69000.0,38.0,1.2,0,0,0,346.869659,21.134251000000003,39.4,5.952999999999999,5.898,,1.51,,0,0,1,1.0,0,0,964.0,13.0,0.12,,,,0,18,21,23.12464396,92.76421500000001,-35.575078000000005,356.787566,24.524745000000003,24.22,41.29,108.3,-49.5,119.1,108.3,-49.5,119.1,,,5.382999999999999,5.28,5.24,5.194,5.045,5.2139999999999995,4.853,0.10300000000000001,0.04,0.14300000000000002
883,0,4,37000.0,24.0,1.2,0,0,0,346.869659,21.134251000000003,39.4,5.952999999999999,5.898,,1.51,,0,0,1,1.0,0,0,609.0,13.0,0.12,,,,0,16,21,23.12464396,92.76421500000001,-35.575078000000005,356.787566,24.524745000000003,24.22,41.29,108.3,-49.5,119.1,108.3,-49.5,119.1,,,5.382999999999999,5.28,5.24,5.194,5.045,5.2139999999999995,4.853,0.10300000000000001,0.04,0.14300000000000002
884,0,4,18000.0,14.5,,0,0,0,346.869659,21.134251000000003,39.4,5.952999999999999,5.898,,1.51,,0,0,1,1.0,0,0,368.0,,,,,,0,12,20,23.12464396,92.76421500000001,-35.575078000000005,356.787566,24.524745000000003,24.22,41.29,108.3,-49.5,119.1,108.3,-49.5,119.1,,,5.382999999999999,5.28,5.24,5.194,5.045,5.2139999999999995,4.853,0.10300000000000001,0.04,0.14300000000000002
886,0,1,19.3044,,0.34299999999999997,0,0,1,172.121964,1.690636,274.48,12.418,12.216,5620.0,0.92,0.98,1,0,0,0.0,0,0,,3.84,0.035,,2456819.5814,0.0357,0,52,11,11.47479757,261.428425,57.716802,172.09753899999998,-1.571772,3.64,274.48,-73.5,-3.0,73.6,-72.6,-2.5,72.6,4.5,-0.07,11.059000000000001,10.75,10.645,10.638,10.692,10.546,8.92,0.309,0.105,0.414
887,0,1,1.6738330000000001,0.0296,0.32,0,0,1,129.601257,20.106064,190.04,10.651,10.405,6168.0,1.23,1.22,1,0,0,0.0,0,0,0.156,3.59,0.033,,2457140.7206200003,0.0269,0,34,10,8.64008382,205.23999799999999,32.195678,126.78555800000001,1.580633,5.26,189.95,-33.7,-14.1,36.5,-36.1,-13.0,38.4,4.35,0.26,9.463,9.242,9.182,9.175,9.189,9.145,7.632000000000001,0.221,0.06,0.281
888,0,1,14.677285999999999,,0.17800000000000002,0,0,1,130.344086,18.933874,189.33,12.957,12.662,4819.0,0.8,0.73,1,0,0,0.0,0,0,,2.0,0.018000000000000002,0.1345833,2457152.68135,0.0247,0,31,9,8.68960571,206.828766,32.443811,127.762216,0.626324,5.28,189.33,-34.3,-9.6,35.6,-36.6,-12.6,38.7,,0.14,11.162,10.677999999999999,10.536,10.482000000000001,10.579,10.297,8.402999999999999,0.484,0.142,0.626
889,0,1,9.915614999999999,,0.11599999999999999,0,0,1,130.056046,19.778810999999997,189.17,13.2,12.847000000000001,4695.0,0.77,0.71,1,0,0,0.0,0,0,,1.3,0.012,0.11083330000000001,2457139.65518,0.017,0,20,8,8.67040304,205.777905,32.484333,127.282526,1.373143,5.29,189.17,-37.1,-14.3,39.8,-35.0,-13.2,37.4,,0.14,11.282,10.739,10.64,10.58,10.655,10.543,8.514,0.5429999999999999,0.099,0.642
890,0,1,1.9742380000000002,0.023,0.175,0,0,1,129.636749,19.773829,190.21,15.149000000000001,15.395,3546.46,0.43,0.49,1,0,0,0.0,0,0,0.121,1.96,0.018000000000000002,,2457175.915,0.03657,0,33,9,8.64244995,205.621938,32.11241,126.902166,1.267736,5.26,190.21,-34.7,-6.5,35.3,-34.4,-12.8,36.7,,,12.878,12.252,12.014000000000001,11.905,11.835,11.129000000000001,8.149,0.626,0.23800000000000002,0.8640000000000001
891,0,1,8.267704,0.0796,0.301,0,0,1,125.42028,13.49753,199.28,11.752,11.712,5464.0,0.99,0.91,1,1,0,0.0,0,0,0.39899999999999997,3.37,0.031,,2457147.98708,0.0339,0,46,11,8.36135203,210.533385,26.005304000000002,124.503883,-5.800266000000001,5.02,199.11,10.2,-2.6,10.5,7.0,-4.9,8.5,4.51,0.25,10.540999999999999,10.173,10.091000000000001,10.058,10.121,10.128,8.55,0.368,0.08199999999999999,0.45
892,0,1,3.3139589999999997,0.0475,1.426,0,0,1,284.98538199999996,-22.293402,696.95,12.92,12.767000000000001,6061.0,1.3,1.81,1,1,0,0.0,0,0,0.0682,15.98,0.146,,2457311.15178,0.081,0,49,9,18.99902547,13.732957,-11.743030000000001,283.84238999999997,0.42867299999999997,1.43,698.11,-8.7,-2.1,8.9,-6.2,-4.5,7.7,4.04,0.14,11.564,11.257,11.21,11.165,11.207,11.095999999999998,8.123,0.307,0.047,0.354
893,0,1,4.733999,0.0581,0.47600000000000003,0,0,1,123.381874,16.419609,484.99,12.33,12.17,5599.0,1.17,1.76,1,1,0,0.0,0,0,0.12,5.33,0.049,,2457145.09609,0.0277,0,44,9,8.22545827,206.69131399999998,25.351842,121.9181,-3.397461,2.07,483.8,-9.6,-20.7,22.8,-6.9,-22.7,23.7,4.02,0.36,10.985999999999999,10.652000000000001,10.561,10.538,10.585,10.577,8.802,0.33399999999999996,0.091,0.425
894,0,1,39.937670000000004,0.2257,0.674,0,0,1,169.042007,1.9868400000000002,332.46,13.386,13.15,5433.0,1.35,5.15,1,0,0,0.0,0,0,0.679,7.55,0.069,,2456829.829,,0,25,9,11.26946716,256.659644,56.04876899999999,169.148167,-2.5079860000000003,3.01,332.46,-43.3,-32.5,54.1,-39.5,-37.0,54.1,,-0.12,11.865,11.458,11.347000000000001,11.302,11.375,11.297,8.824,0.40700000000000003,0.111,0.518
895,0,1,13.86387,0.1027,0.228,0,0,1,207.349533,-12.284491000000001,116.84,11.915,11.663,4950.0,0.75,0.71,1,1,0,0.0,0,0,0.879,2.56,0.023,,2457233.73913,0.0329,0,49,9,13.82330221,324.429527,48.153199,209.77257000000003,-0.953868,8.56,116.87,42.6,-101.2,109.8,45.1,-102.1,111.7,4.61,-0.21,10.184,9.641,9.607000000000001,9.521,9.577,9.479,8.695,0.5429999999999999,0.034,0.5770000000000001
896,0,1,5.35117,0.0621,0.17,0,0,1,59.88975500000001,21.298685,201.51,11.137,10.929,5730.0,0.88,1.23,1,1,0,0.0,0,0,0.308,1.9,0.017,0.1408333,2457067.9704,0.01255,0,36,8,3.99265035,170.97808999999998,-23.551023,62.131822,0.725234,4.96,201.51,122.7,-35.3,127.7,122.3,-35.4,127.4,4.15,-0.53,9.767999999999999,9.477,9.377,9.321,9.347000000000001,9.213,8.847000000000001,0.29100000000000004,0.1,0.391
897,0,1,5.817685,0.0642,1.083,0,0,1,19.449285999999997,6.868894999999999,649.75,13.684000000000001,13.504000000000001,5660.0,1.04,1.24,1,1,0,0.0,0,0,0.0988,12.14,0.111,,2457398.70433,0.0898,0,37,8,1.29661903,134.509528,-55.40919399999999,20.546039,-1.247384,1.54,647.61,22.3,-15.8,27.3,20.3,-12.7,23.9,4.27,0.27,12.347000000000001,11.998,11.949000000000002,11.894,11.956,11.98,9.113999999999999,0.349,0.049,0.39799999999999996
898,0,1,11.391013000000001,0.0954,0.9520000000000001,0,0,1,127.88296499999998,11.922265,484.8,14.556,14.275,5044.0,0.89,0.84,1,1,0,0.0,0,0,0.19699999999999998,10.67,0.098,,2457151.71493,0.1163,0,38,8,8.52553101,213.24593399999998,27.550836999999998,127.229266,-6.756060000000001,2.07,482.29,-9.6,5.0,10.8,-13.1,-2.5,13.4,4.54,0.39,12.835,12.386,12.304,12.23,12.325999999999999,11.844000000000001,8.728,0.449,0.08199999999999999,0.531
899,0,1,20.272615,0.14300000000000002,1.0759999999999998,0,0,1,126.553444,12.281936,418.58,13.362,13.2,5657.0,0.95,0.88,1,1,0,0.0,0,0,0.342,12.06,0.111,,2457157.15804,0.1255,0,39,9,8.43689626,212.273944,26.51656,125.871505,-6.722044,2.39,418.57,18.1,-20.2,27.1,15.6,-21.7,26.7,4.53,-0.1,12.107999999999999,11.76,11.724,11.658,11.7,11.722999999999999,8.567,0.348,0.036000000000000004,0.384
900,0,1,4.655411,0.048,0.062,0,0,1,336.151611,-11.578691000000001,49.46,10.91,10.328,4348.35,0.69,0.67,1,0,0,0.0,0,0,0.971,0.69,0.006,,2456979.9480000003,0.0094,0,27,12,22.41010742,49.973015000000004,-52.23223,333.678882,-1.523994,20.22,49.46,169.0,-145.8,223.2,169.0,-145.8,223.2,,,8.597000000000001,8.02,7.875,7.767,7.865,7.811,7.7010000000000005,0.5770000000000001,0.145,0.722
901,0,2,1.2916,0.0189,0.18100000000000002,0,0,1,133.855682,10.469130999999999,101.95,14.655,13.800999999999998,3778.0,0.54,0.51,1,0,0,0.0,0,0,0.185,2.03,0.019,,2457142.77452,0.0363,0,40,9,8.92371216,217.62498399999998,32.245852,133.30552,-6.623544,9.81,101.93,11.8,16.4,20.2,11.5,18.1,21.4,4.75,-0.05,11.447000000000001,10.800999999999998,10.589,10.489,10.44,10.334000000000001,8.9,0.6459999999999999,0.212,0.858
902,0,2,5.444017,0.0492,0.184,0,0,1,133.855682,10.469130999999999,101.95,14.655,13.800999999999998,3778.0,0.54,0.51,1,0,0,0.0,0,0,0.483,2.06,0.019,,2457143.5663,0.0368,0,40,9,8.92371216,217.62498399999998,32.245852,133.30552,-6.623544,9.81,101.93,11.8,16.4,20.2,11.5,18.1,21.4,4.75,-0.05,11.447000000000001,10.800999999999998,10.589,10.489,10.44,10.334000000000001,8.9,0.6459999999999999,0.212,0.858
903,0,1,50.92092,0.245,0.22699999999999998,0,0,1,132.126892,15.655982999999999,324.7,14.049000000000001,13.748,4726.29,0.76,0.73,1,0,0,0.0,0,0,0.755,2.54,0.023,,2457160.473,0.03174,0,16,7,8.80845947,211.191835,32.820817,130.264624,-2.090507,3.08,324.7,-8.8,-17.1,19.2,-7.6,-19.6,21.0,,,12.259,11.767999999999999,11.654000000000002,11.628,11.703,11.821,8.692,0.491,0.114,0.605
904,0,1,7.727283,0.0698,0.226,0,0,1,132.009735,16.901854,369.66,14.883,14.51,4740.0,0.76,0.71,1,0,0,0.0,0,0,0.18899999999999997,2.53,0.023,,2457148.8310599998,0.0328,0,30,8,8.80064901,209.76518199999998,33.18603,129.823911,-0.919715,2.71,369.44,30.7,-19.6,36.4,30.0,-22.4,37.5,4.62,-0.05,12.841,12.265,12.174000000000001,12.119000000000002,12.174000000000001,12.179,8.791,0.5760000000000001,0.091,0.667
905,0,1,8.282119999999999,0.0802,0.20800000000000002,0,0,1,173.192032,2.244884,329.36,12.258,12.088,5800.0,1.01,1.01,1,0,0,0.0,0,0,0.243,2.33,0.021,,2456815.3734,,0,36,10,11.54613546,262.463031,58.791337,172.861649,-0.640512,3.04,329.36,-33.2,-47.1,57.6,-35.1,-47.9,59.4,,0.03,10.982999999999999,10.712,10.605,10.582,10.630999999999998,10.589,8.982000000000001,0.271,0.107,0.37799999999999995
906,0,1,9.562742,0.078,0.179,0,0,1,132.14299,17.190685000000002,289.54,14.045,13.933,4349.9,0.69,0.67,1,0,0,0.0,0,0,0.26899999999999996,2.01,0.018000000000000002,,2457175.6040000003,0.0276,0,16,7,8.80953267,209.500311,33.411071,129.869708,-0.6073729999999999,3.45,289.54,-31.296,-20.017,37.15,-31.296,-20.017,37.15,,,12.0,11.470999999999998,11.388,11.165999999999999,11.205,10.95,8.79,0.529,0.083,0.612
907,0,1,5.185761,0.0525,0.669,0,0,1,126.936722,17.579397,170.37,13.319,12.925,4551.0,0.72,0.68,1,0,0,0.0,0,0,0.308,7.5,0.069,,2457143.56042,0.1009,0,41,9,8.46244812,206.93309399999998,28.937201,124.964044,-1.489316,5.87,170.22,-14.4,-18.5,23.4,-13.9,-14.7,20.2,4.63,-0.04,11.309000000000001,10.742,10.616,10.549000000000001,10.612,10.533,8.299,0.5670000000000001,0.126,0.693
908,0,1,2.2192819999999998,0.0285,0.10800000000000001,0,0,1,126.47631100000001,20.35957,72.19,13.15,12.370999999999999,4027.0,0.62,0.6,1,0,0,0.0,0,0,0.395,1.21,0.011000000000000001,,2457144.05009,0.0186,0,43,10,8.43175405,203.781091,29.532286,123.88000100000001,1.107597,13.85,72.19,-17.3,-36.5,40.4,-21.9,-53.6,57.9,4.68,0.06,10.104,9.457,9.275,9.168,9.222000000000001,9.107999999999999,8.388,0.647,0.182,0.8290000000000001
909,0,1,30.951524,0.1649,0.24600000000000002,0,0,1,134.444183,21.453533,162.36,14.780999999999999,14.092,4035.0,0.62,0.59,1,0,0,0.0,0,0,1.02,2.76,0.025,,2457147.4973400002,0.0427,0,43,9,8.96294556,205.513561,36.914144,130.79542800000002,4.086119999999999,6.16,162.31,-13.2,-59.6,61.0,-11.5,-58.9,60.0,4.69,0.03,11.907,11.25,11.055,10.960999999999999,10.981,10.919,8.525,0.657,0.195,0.852
